sigma,month,b,cr
20,5,128,3.1138421733505823
0,5,1,3.1552393272962482
0,5,2,2.486416558861578
0,5,4,2.1009055627425615
0,5,8,1.8796895213454075
0,5,16,1.7865459249676585
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.14359637774903
2,5,2,2.4695989650711514
2,5,4,2.0983182406209573
2,5,8,1.888745148771022
2,5,16,1.8007761966364813
2,5,32,1.8059508408796896
2,5,64,1.7994825355756792
2,5,128,1.813712807244502
5,5,1,3.1733505821474774
5,5,2,2.5886157826649416
5,5,4,2.3596377749029753
5,5,8,2.354463130659767
5,5,16,2.5640362225097024
5,5,32,2.8589909443725743
5,5,64,3.0426908150064684
5,5,128,3.0996119016817594
10,5,1,3.1552393272962482
10,5,2,2.7567917205692107
10,5,4,2.7464424320827945
10,5,8,2.9573091849935316
10,5,16,3.131953428201811
10,5,32,3.1021992238033635
10,5,64,3.169469598965071
10,5,128,3.1772315653298837
15,5,1,3.1487710219922382
15,5,2,2.8266494178525226
15,5,4,2.8835705045278135
15,5,8,3.069857697283312
15,5,16,3.1487710219922382
15,5,32,3.203104786545925
15,5,64,3.1875808538163
15,5,128,3.1630012936610608
20,5,1,3.1410090556274257
20,5,2,2.85640362225097
20,5,4,2.9598965071151357
20,5,8,3.0866752910737385
20,5,16,3.144890038809832
20,5,32,3.2069857697283313
20,5,64,3.0905562742561448
20,5,128,3.1875808538163
0,5,1,3.1164294954721865
0,5,2,2.522639068564036
0,5,4,2.10608020698577
0,5,8,1.8641655886157826
0,5,16,1.798188874514877
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.1707632600258733
2,5,2,2.479948253557568
2,5,4,2.0866752910737385
2,5,8,1.8822768434670116
2,5,16,1.795601552393273
2,5,32,1.8085381630012936
2,5,64,1.8175937904269082
2,5,128,1.8266494178525226
5,5,1,3.1707632600258733
5,5,2,2.5795601552393275
5,5,4,2.335058214747736
5,5,8,2.36869340232859
5,5,16,2.5821474773609316
5,5,32,2.830530401034929
5,5,64,3.014230271668823
5,5,128,3.1021992238033635
10,5,1,3.179818887451488
10,5,2,2.73738680465718
10,5,4,2.758085381630013
10,5,8,2.939197930142303
10,5,16,3.1384217335058215
10,5,32,3.1371280724450195
10,5,64,3.2302716688227684
10,5,128,3.094437257438551
15,5,1,3.1410090556274257
15,5,2,2.8408796895213455
15,5,4,2.890038809831824
15,5,8,3.069857697283312
15,5,16,3.15006468305304
15,5,32,3.1927554980595083
15,5,64,3.221216041397154
15,5,128,3.109961190168176
20,5,1,3.1410090556274257
20,5,2,2.906856403622251
20,5,4,2.9702457956015524
20,5,8,3.1384217335058215
20,5,16,3.222509702457956
20,5,32,3.1707632600258733
20,5,64,3.15006468305304
20,5,128,3.1914618369987062
0,5,1,3.166882276843467
0,5,2,2.478654592496766
0,5,4,2.0866752910737385
0,5,8,1.8745148771021993
0,5,16,1.7917205692108666
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.153945666235446
2,5,2,2.4890038809831823
2,5,4,2.095730918499353
2,5,8,1.909443725743855
2,5,16,1.8098318240620956
2,5,32,1.8098318240620956
2,5,64,1.8059508408796896
2,5,128,1.8214747736093144
5,5,1,3.2069857697283313
5,5,2,2.5899094437257437
5,5,4,2.3583441138421732
5,5,8,2.3855109961190166
5,5,16,2.5860284605433375
5,5,32,2.820181112548512
5,5,64,3.0271668822768434
5,5,128,3.0827943078913327
10,5,1,3.1591203104786545
10,5,2,2.7684346701164295
10,5,4,2.686934023285899
10,5,8,2.9094437257438552
10,5,16,3.0996119016817594
10,5,32,3.168175937904269
10,5,64,3.166882276843467
10,5,128,3.201811125485123
15,5,1,3.2069857697283313
15,5,2,2.85640362225097
15,5,4,2.848641655886158
15,5,8,3.111254851228978
15,5,16,3.1358344113842174
15,5,32,3.166882276843467
15,5,64,3.1927554980595083
15,5,128,3.1630012936610608
20,5,1,3.1552393272962482
20,5,2,2.846054333764554
20,5,4,2.9689521345407504
20,5,8,3.059508408796895
20,5,16,3.10608020698577
20,5,32,3.1707632600258733
20,5,64,3.130659767141009
20,5,128,3.1009055627425615
0,5,1,3.201811125485123
0,5,2,2.4825355756791723
0,5,4,2.0659767141009056
0,5,8,1.8745148771021993
0,5,16,1.7943078913324708
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.0659767141009056
2,5,2,2.4915912031047864
2,5,4,2.0879689521345406
2,5,8,1.8822768434670116
2,5,16,1.8072445019404917
2,5,32,1.7943078913324708
2,5,64,1.8020698576972833
2,5,128,1.8175937904269082
5,5,1,3.18111254851229
5,5,2,2.5821474773609316
5,5,4,2.33117723156533
5,5,8,2.351875808538163
5,5,16,2.574385510996119
5,5,32,2.776196636481242
5,5,64,3.0413971539456663
5,5,128,3.0905562742561448
10,5,1,3.14359637774903
10,5,2,2.723156532988357
10,5,4,2.6739974126778785
10,5,8,2.939197930142303
10,5,16,3.10608020698577
10,5,32,3.0763260025873223
10,5,64,3.1345407503234153
10,5,128,3.1940491591203104
15,5,1,3.166882276843467
15,5,2,2.8434670116429497
15,5,4,2.9146183699870636
15,5,8,3.07503234152652
15,5,16,3.1940491591203104
15,5,32,3.1125485122897802
15,5,64,3.168175937904269
15,5,128,3.1927554980595083
20,5,1,3.1487710219922382
20,5,2,2.9547218628719274
20,5,4,2.952134540750323
20,5,8,3.0853816300129364
20,5,16,3.201811125485123
20,5,32,3.14359637774903
20,5,64,3.1397153945666236
20,5,128,3.204398447606727
0,5,1,3.1552393272962482
0,5,2,2.5058214747736094
0,5,4,2.1009055627425615
0,5,8,1.8719275549805952
0,5,16,1.7917205692108666
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.14359637774903
2,5,2,2.48124191461837
2,5,4,2.1254851228978007
2,5,8,1.8732212160413972
2,5,16,1.7994825355756792
2,5,32,1.8020698576972833
2,5,64,1.8033635187580854
2,5,128,1.816300129366106
5,5,1,3.182406209573092
5,5,2,2.5666235446313066
5,5,4,2.3053040103492886
5,5,8,2.351875808538163
5,5,16,2.5873221216041395
5,5,32,2.8434670116429497
5,5,64,3.049159120310479
5,5,128,3.0866752910737385
10,5,1,3.200517464424321
10,5,2,2.7930142302716687
10,5,4,2.7658473479948253
10,5,8,2.9159120310478657
10,5,16,3.131953428201811
10,5,32,3.1591203104786545
10,5,64,3.0983182406209573
10,5,128,3.1604139715394566
15,5,1,3.1733505821474774
15,5,2,2.798188874514877
15,5,4,2.8809831824062098
15,5,8,3.133247089262613
15,5,16,3.129366106080207
15,5,32,3.094437257438551
15,5,64,3.188874514877102
15,5,128,3.178525226390686
20,5,1,3.1125485122897802
20,5,2,2.8732212160413972
20,5,4,2.9094437257438552
20,5,8,3.1138421733505823
20,5,16,3.1707632600258733
20,5,32,3.153945666235446
20,5,64,3.204398447606727
20,5,128,3.1151358344113844
0,5,1,3.1254851228978007
0,5,2,2.4902975420439843
0,5,4,2.091849935316947
0,5,8,1.8654592496765847
0,5,16,1.7891332470892627
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.1836998706338937
2,5,2,2.478654592496766
2,5,4,2.0879689521345406
2,5,8,1.8939197930142302
2,5,16,1.798188874514877
2,5,32,1.8072445019404917
2,5,64,1.7994825355756792
2,5,128,1.8201811125485123
5,5,1,3.1487710219922382
5,5,2,2.5640362225097024
5,5,4,2.296248382923674
5,5,8,2.3868046571798187
5,5,16,2.5795601552393275
5,5,32,2.8163001293661063
5,5,64,2.9896507115135833
5,5,128,3.107373868046572
10,5,1,3.15006468305304
10,5,2,2.759379042690815
10,5,4,2.7089262613195344
10,5,8,2.9598965071151357
10,5,16,3.091849935316947
10,5,32,3.1565329883570503
10,5,64,3.14359637774903
10,5,128,3.1720569210866754
15,5,1,3.200517464424321
15,5,2,2.8124191461837
15,5,4,2.8602846054333764
15,5,8,3.036222509702458
15,5,16,3.1125485122897802
15,5,32,3.14359637774903
15,5,64,3.166882276843467
15,5,128,3.107373868046572
20,5,1,3.1927554980595083
20,5,2,2.868046571798189
20,5,4,2.9922380336351875
20,5,8,3.146183699870634
20,5,16,3.182406209573092
20,5,32,3.1617076326002587
20,5,64,3.200517464424321
20,5,128,3.1720569210866754
0,5,1,3.1979301423027167
0,5,2,2.4915912031047864
0,5,4,2.091849935316947
0,5,8,1.869340232858991
0,5,16,1.798188874514877
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.1371280724450195
2,5,2,2.461836998706339
2,5,4,2.0827943078913327
2,5,8,1.892626131953428
2,5,16,1.7994825355756792
2,5,32,1.8085381630012936
2,5,64,1.8111254851228977
2,5,128,1.8111254851228977
5,5,1,3.14359637774903
5,5,2,2.592496765847348
5,5,4,2.3596377749029753
5,5,8,2.355756791720569
5,5,16,2.5692108667529108
5,5,32,2.820181112548512
5,5,64,2.9961190168175937
5,5,128,3.1772315653298837
10,5,1,3.1487710219922382
10,5,2,2.7490297542043987
10,5,4,2.7076326002587323
10,5,8,2.9107373868046573
10,5,16,3.1241914618369986
10,5,32,3.131953428201811
10,5,64,3.131953428201811
10,5,128,3.168175937904269
15,5,1,3.1617076326002587
15,5,2,2.8292367399741267
15,5,4,2.891332470892626
15,5,8,3.073738680465718
15,5,16,3.182406209573092
15,5,32,3.1630012936610608
15,5,64,3.2289780077619663
15,5,128,3.1604139715394566
20,5,1,3.129366106080207
20,5,2,2.8279430789133246
20,5,4,2.9896507115135833
20,5,8,3.1345407503234153
20,5,16,3.1953428201811125
20,5,32,3.1927554980595083
20,5,64,3.152652005174644
20,5,128,3.111254851228978
0,5,1,3.2121604139715396
0,5,2,2.4592496765847347
0,5,4,2.093143596377749
0,5,8,1.8667529107373868
0,5,16,1.7943078913324708
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.152652005174644
2,5,2,2.5097024579560157
2,5,4,2.097024579560155
2,5,8,1.8822768434670116
2,5,16,1.8072445019404917
2,5,32,1.8059508408796896
2,5,64,1.8059508408796896
2,5,128,1.8124191461836998
5,5,1,3.169469598965071
5,5,2,2.5627425614489003
5,5,4,2.3596377749029753
5,5,8,2.367399741267788
5,5,16,2.55627425614489
5,5,32,2.8240620957309184
5,5,64,2.9922380336351875
5,5,128,3.108667529107374
10,5,1,3.18111254851229
10,5,2,2.7503234152652003
10,5,4,2.723156532988357
10,5,8,2.965071151358344
10,5,16,3.1138421733505823
10,5,32,3.2432082794307893
10,5,64,3.094437257438551
10,5,128,3.1410090556274257
15,5,1,3.1953428201811125
15,5,2,2.8512289780077618
15,5,4,2.8965071151358344
15,5,8,3.1151358344113844
15,5,16,3.15006468305304
15,5,32,3.182406209573092
15,5,64,3.153945666235446
15,5,128,3.146183699870634
20,5,1,3.15006468305304
20,5,2,2.8421733505821476
20,5,4,2.8978007761966365
20,5,8,3.1604139715394566
20,5,16,3.188874514877102
20,5,32,3.1151358344113844
20,5,64,3.1772315653298837
20,5,128,3.129366106080207
0,5,1,3.097024579560155
0,5,2,2.498059508408797
0,5,4,2.1047865459249677
0,5,8,1.8758085381630012
0,5,16,1.7943078913324708
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.1397153945666236
2,5,2,2.4941785252263906
2,5,4,2.072445019404916
2,5,8,1.8771021992238033
2,5,16,1.8020698576972833
2,5,32,1.8111254851228977
2,5,64,1.8098318240620956
2,5,128,1.8124191461836998
5,5,1,3.222509702457956
5,5,2,2.630012936610608
5,5,4,2.3389391979301424
5,5,8,2.332470892626132
5,5,16,2.535575679172057
5,5,32,2.794307891332471
5,5,64,2.976714100905563
5,5,128,3.1591203104786545
10,5,1,3.129366106080207
10,5,2,2.7542043984476066
10,5,4,2.7451487710219924
10,5,8,2.9223803363518757
10,5,16,3.072445019404916
10,5,32,3.18111254851229
10,5,64,3.2173350582147475
10,5,128,3.130659767141009
15,5,1,3.152652005174644
15,5,2,2.7826649417852525
15,5,4,2.9327296248382924
15,5,8,3.07503234152652
15,5,16,3.1578266494178524
15,5,32,3.166882276843467
15,5,64,3.1707632600258733
15,5,128,3.142302716688228
20,5,1,3.1345407503234153
20,5,2,2.869340232858991
20,5,4,2.966364812419146
20,5,8,3.060802069857697
20,5,16,3.178525226390686
20,5,32,3.1203104786545923
20,5,64,3.22509702457956
20,5,128,3.22509702457956
0,5,1,3.1617076326002587
0,5,2,2.496765847347995
0,5,4,2.094437257438551
0,5,8,1.8732212160413972
0,5,16,1.7865459249676585
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.1228978007761965
2,5,2,2.522639068564036
2,5,4,2.094437257438551
2,5,8,1.8758085381630012
2,5,16,1.7994825355756792
2,5,32,1.8072445019404917
2,5,64,1.8124191461836998
2,5,128,1.8188874514877102
5,5,1,3.107373868046572
5,5,2,2.503234152652005
5,5,4,2.354463130659767
5,5,8,2.3622250970245795
5,5,16,2.5679172056921087
5,5,32,2.8292367399741267
5,5,64,2.9935316946959896
5,5,128,3.131953428201811
10,5,1,3.168175937904269
10,5,2,2.7671410090556274
10,5,4,2.73738680465718
10,5,8,2.988357050452781
10,5,16,3.0439844760672705
10,5,32,3.1410090556274257
10,5,64,3.1746442432082795
10,5,128,3.1203104786545923
15,5,1,3.1772315653298837
15,5,2,2.8421733505821476
15,5,4,2.9223803363518757
15,5,8,3.0840879689521343
15,5,16,3.144890038809832
15,5,32,3.165588615782665
15,5,64,3.1138421733505823
15,5,128,3.18111254851229
20,5,1,3.128072445019405
20,5,2,2.904269081500647
20,5,4,2.984476067270375
20,5,8,3.0866752910737385
20,5,16,3.1241914618369986
20,5,32,3.117723156532988
20,5,64,3.188874514877102
20,5,128,3.1720569210866754
0,5,1,3.1953428201811125
0,5,2,2.465717981888745
0,5,4,2.0983182406209573
0,5,8,1.8783958602846054
0,5,16,1.7878395860284606
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.1630012936610608
2,5,2,2.4721862871927556
2,5,4,2.1034928848641656
2,5,8,1.8745148771021993
2,5,16,1.8033635187580854
2,5,32,1.7994825355756792
2,5,64,1.8007761966364813
2,5,128,1.8201811125485123
5,5,1,3.1720569210866754
5,5,2,2.644243208279431
5,5,4,2.3583441138421732
5,5,8,2.367399741267788
5,5,16,2.571798188874515
5,5,32,2.7813712807244504
5,5,64,3.0038809831824063
5,5,128,3.1267787839586028
10,5,1,3.1875808538163
10,5,2,2.7296248382923674
10,5,4,2.736093143596378
10,5,8,2.9159120310478657
10,5,16,3.1591203104786545
10,5,32,3.190168175937904
10,5,64,3.1345407503234153
10,5,128,3.1772315653298837
15,5,1,3.1759379042690816
15,5,2,2.798188874514877
15,5,4,2.8952134540750323
15,5,8,3.1138421733505823
15,5,16,3.1552393272962482
15,5,32,3.165588615782665
15,5,64,3.1953428201811125
15,5,128,3.200517464424321
20,5,1,3.1746442432082795
20,5,2,2.8952134540750323
20,5,4,2.9896507115135833
20,5,8,3.1267787839586028
20,5,16,3.1552393272962482
20,5,32,3.2121604139715396
20,5,64,3.165588615782665
20,5,128,3.179818887451488
0,5,1,3.131953428201811
0,5,2,2.4890038809831823
0,5,4,2.0905562742561448
0,5,8,1.8745148771021993
0,5,16,1.798188874514877
0,5,32,1.7813712807244502
0,5,64,1.7813712807244502
0,5,128,1.7813712807244502
2,5,1,3.182406209573092
2,5,2,2.4385510996119018
2,5,4,2.1047865459249677
2,5,8,1.8978007761966365
2,5,16,1.8020698576972833
2,5,32,1.8072445019404917
2,5,64,1.8033635187580854
2,5,128,1.8098318240620956
5,5,1,3.18111254851229
5,5,2,2.5782664941785254
5,5,4,2.3221216041397152
5,5,8,2.355756791720569
5,5,16,2.5472186287192757
5,5,32,2.7800776196636483
5,5,64,2.997412677878396
5,5,128,3.1254851228978007
10,5,1,3.1345407503234153
10,5,2,2.7322121604139715
10,5,4,2.7516170763260024
10,5,8,2.9741267787839587
10,5,16,3.097024579560155
10,5,32,3.1358344113842174
10,5,64,3.205692108667529
10,5,128,3.1591203104786545
15,5,1,3.190168175937904
15,5,2,2.8628719275549805
15,5,4,2.9016817593790427
15,5,8,3.095730918499353
15,5,16,3.1358344113842174
15,5,32,3.1487710219922382
15,5,64,3.129366106080207
15,5,128,3.0983182406209573
20,5,1,3.1617076326002587
20,5,2,2.8447606727037518
20,5,4,2.9133247089262615
20,5,8,3.1836998706338937
20,5,16,3.165588615782665
20,5,32,3.144890038809832
20,5,64,3.1875808538163
20,5,128,3.1578266494178524
0,6,1,3.1120381406436235
0,6,2,2.4517282479141835
0,6,4,2.0810488676996424
0,6,8,1.8510131108462455
0,6,16,1.766388557806913
0,6,32,1.7568533969010727
0,6,64,1.7568533969010727
0,6,128,1.7568533969010727
2,6,1,3.103694874851013
2,6,2,2.4755661501787842
2,6,4,2.058402860548272
2,6,8,1.8510131108462455
2,6,16,1.7878426698450536
2,6,32,1.7723480333730632
2,6,64,1.7771156138259834
2,6,128,1.7842669845053636
5,6,1,3.0870083432657927
5,6,2,2.5613825983313467
5,6,4,2.3218116805721096
5,6,8,2.364719904648391
5,6,16,2.562574493444577
5,6,32,2.7532777115613825
5,6,64,2.893921334922527
5,6,128,3.0154946364719906
10,6,1,3.0846245530393324
10,6,2,2.743742550655542
10,6,4,2.6471990464839092
10,6,8,2.9547079856972585
10,6,16,3.059594755661502
10,6,32,3.098927294398093
10,6,64,3.1108462455303934
10,6,128,3.1275327771156136
15,6,1,3.100119189511323
15,6,2,2.7890345649582837
15,6,4,2.896305125148987
15,6,8,3.0071513706793804
15,6,16,3.1179976162097733
15,6,32,3.143027413587604
15,6,64,3.0464839094159712
15,6,128,3.095351609058403
20,6,1,3.067938021454112
20,6,2,2.895113230035757
20,6,4,2.8712753277711562
20,6,8,3.0393325387365913
20,6,16,3.1442193087008343
20,6,32,3.070321811680572
20,6,64,3.156138259833135
20,6,128,3.071513706793802
0,6,1,3.1179976162097733
0,6,2,2.457687723480334
0,6,4,2.061978545887962
0,6,8,1.8438617401668653
0,6,16,1.7604290822407629
0,6,32,1.7568533969010727
0,6,64,1.7568533969010727
0,6,128,1.7568533969010727
2,6,1,3.133492252681764
2,6,2,2.4553039332538735
2,6,4,2.071513706793802
2,6,8,1.861740166865316
2,6,16,1.7783075089392133
2,6,32,1.768772348033373
2,6,64,1.7806912991656734
2,6,128,1.7854588796185935
5,6,1,3.096543504171633
5,6,2,2.5268176400476756
5,6,4,2.269368295589988
5,6,8,2.3456495828367103
5,6,16,2.530393325387366
5,6,32,2.7508939213349226
5,6,64,2.9439809296781885
5,6,128,3.0095351609058403
10,6,1,3.101311084624553
10,6,2,2.710369487485101
10,6,4,2.7127532777115615
10,6,8,2.898688915375447
10,6,16,3.033373063170441
10,6,32,3.1179976162097733
10,6,64,3.1203814064362336
10,6,128,3.092967818831943
15,6,1,3.1108462455303934
15,6,2,2.731823599523242
15,6,4,2.840286054827175
15,6,8,3.0405244338498214
15,6,16,3.0834326579261027
15,6,32,3.075089392133492
15,6,64,3.1203814064362336
15,6,128,3.1120381406436235
20,6,1,3.1215733015494638
20,6,2,2.8259833134684147
20,6,4,2.9821215733015496
20,6,8,3.091775923718713
20,6,16,3.1191895113230035
20,6,32,3.1227651966626935
20,6,64,3.0691299165673422
20,6,128,3.172824791418355
0,6,1,3.1227651966626935
0,6,2,2.4421930870083433
0,6,4,2.0560190703218115
0,6,8,1.8533969010727056
0,6,16,1.7616209773539928
0,6,32,1.7568533969010727
0,6,64,1.7568533969010727
0,6,128,1.7568533969010727
2,6,1,3.096543504171633
2,6,2,2.467222884386174
2,6,4,2.064362336114422
2,6,8,1.8545887961859355
2,6,16,1.7783075089392133
2,6,32,1.768772348033373
2,6,64,1.7842669845053636
2,6,128,1.7902264600715136
5,6,1,3.1287246722288438
5,6,2,2.5804529201430273
5,6,4,2.2884386174016687
5,6,8,2.3373063170441
5,6,16,2.5244338498212158
5,6,32,2.773539928486293
5,6,64,2.99523241954708
5,6,128,3.141835518474374
10,6,1,3.1489868891537545
10,6,2,2.704410011918951
10,6,4,2.688915375446961
10,6,8,2.9213349225268175
10,6,16,3.0822407628128725
10,6,32,3.102502979737783
10,6,64,3.156138259833135
10,6,128,3.103694874851013
15,6,1,3.0834326579261027
15,6,2,2.8474374255065555
15,6,4,2.839094159713945
15,6,8,3.0274135876042907
15,6,16,3.059594755661502
15,6,32,3.059594755661502
15,6,64,3.1156138259833135
15,6,128,3.088200238379023
20,6,1,3.1275327771156136
20,6,2,2.797377830750894
20,6,4,2.941597139451728
20,6,8,3.0476758045292014
20,6,16,3.0870083432657927
20,6,32,3.1466030989272946
20,6,64,3.097735399284863
20,6,128,3.091775923718713
0,6,1,3.0536352800953517
0,6,2,2.441001191895113
0,6,4,2.0727056019070322
0,6,8,1.8486293206197855
0,6,16,1.767580452920143
0,6,32,1.7568533969010727
0,6,64,1.7568533969010727
0,6,128,1.7568533969010727
2,6,1,3.1108462455303934
2,6,2,2.461263408820024
2,6,4,2.0738974970202624
2,6,8,1.859356376638856
2,6,16,1.7783075089392133
2,6,32,1.771156138259833
2,6,64,1.7759237187127532
2,6,128,1.7818831942789035
5,6,1,3.1477949940405243
5,6,2,2.5733015494636473
5,6,4,2.3432657926102505
5,6,8,2.300357568533969
5,6,16,2.5435041716328963
5,6,32,2.790226460071514
5,6,64,2.9761620977353993
5,6,128,3.030989272943981
10,6,1,3.133492252681764
10,6,2,2.713945172824791
10,6,4,2.692491060786651
10,6,8,2.9511323003575685
10,6,16,3.0488676996424315
10,6,32,3.067938021454112
10,6,64,3.058402860548272
10,6,128,3.106078665077473
15,6,1,3.070321811680572
15,6,2,2.7914183551847436
15,6,4,2.767580452920143
15,6,8,2.9821215733015496
15,6,16,3.088200238379023
15,6,32,3.070321811680572
15,6,64,3.0500595947556617
15,6,128,3.1168057210965436
20,6,1,3.102502979737783
20,6,2,2.810488676996424
20,6,4,2.935637663885578
20,6,8,3.036948748510131
20,6,16,3.126340882002384
20,6,32,3.108462455303933
20,6,64,3.0464839094159712
20,6,128,3.1287246722288438
0,6,1,3.133492252681764
0,6,2,2.461263408820024
0,6,4,2.054827175208582
0,6,8,1.8414779499404053
0,6,16,1.767580452920143
0,6,32,1.7568533969010727
0,6,64,1.7568533969010727
0,6,128,1.7568533969010727
2,6,1,3.1144219308700833
2,6,2,2.461263408820024
2,6,4,2.0834326579261027
2,6,8,1.866507747318236
2,6,16,1.7759237187127532
2,6,32,1.771156138259833
2,6,64,1.7759237187127532
2,6,128,1.7735399284862932
5,6,1,3.101311084624553
5,6,2,2.494636471990465
5,6,4,2.311084624553039
5,6,8,2.3158522050059593
5,6,16,2.5172824791418353
5,6,32,2.7806912991656736
5,6,64,2.9177592371871275
5,6,128,3.1442193087008343
10,6,1,3.096543504171633
10,6,2,2.67103694874851
10,6,4,2.696066746126341
10,6,8,2.945172824791418
